Team Initials,Player Name
ESP,NADAL
SCG,NADJ
TUN,NAFTI 
JPN,NAGATOMO
KUW,Naim FAJAH
HON,NAJAR
JPN,NAKAMURA
JPN,NAKATA
JPN,NAKAYAMA
JPN,NAKAZAWA
IRN,NAKISA
PRK,NAM CHOL
KOR,NAMIL
TUN,NAMOUCHI
ESP,NANDO
HUN,Nandor HIDEGKUTI
POR,NANI
JPN,Naoki SOMA
JPN,NARAZAKI
MEX,Narciso LOPEZ
BRA,NARIZ
UAE,NASIR KHAMEES
BUL,Nasko SIRAKOV
IRN,Nasrollah ABDOLLAHI
KUW,Nasser AL GHANEM
ALG,Nasser DRID
IRN,Nasser HEJAZI
IRN,Nasser NURAY
ENG,Nat LOFTHOUSE
ARG,Natalio PERINETTI
CRC,NAVAS K.
MAR,NAYBET
UKR,NAZARENKO
ZAI,Ndaye MULAMBA
CMR,NDIEFI
CMR,NDO
SEN,NDOUR
CMR,NDY ASSEMBE
ROU,Necula RADUCANU
TUR,Nedim GUNAR
CZE,NEDVED
TUN,NEFZI
USA,Neil COVONE
SCO,Neil MOCHAN
SCO,Neil SULLIVAN
ENG,Neil WEBB
AUS,NEILL
CHI,NEIRA
TUN,Nejib GHOMMIDH
TUN,Nejib LIMAN
BRA,NELINHO
NZL,NELSEN
POR,NELSON
URU,Nelson DIAZ
URU,Nelson GUTIERREZ
ARG,Nelson LOPEZ
CHI,Nelson PARRAGUEZ
CHI,Nelson TAPIA
ARG,Nelson VIVAS
SVN,NEMEC
BRA,NENA
YUG,Nenad STOJKOVIC
MAR,NEQROUZ
ARG,Nery PUMPIDO
UKR,NESMACHNYI
ITA,NESTA
ITA,NESTA 
URU,Nestor CARBALLO
ARG,Nestor CLAUSEN
FRA,Nestor COMBIN
ARG,Nestor FABBRI
URU,Nestor GONCALVES
ARG,Nestor LORENZO
COL,Nestor ORTIZ
ARG,Nestor ROSSI
SUI,Nestor SUBIAT
ARG,Nestor TOGNERI
POR,NETO
GER,NEUER
GER,NEUVILLE
BRA,NEYMAR JR
RSA,NGCONGCA
CMR,NGOM KOME
CMR,NGUEMO
IRL,Niall QUINN
TOG,NIBOMBE
ROU,Nica PANDURU
USA,Nick DI ORIO
SWE,Niclas NYHLEN
BEL,Nico CLAESEN
BEL,Nico VAN KERCKHOVEN
ITA,Nicola BERTI
ROU,Nicolae DOBRIN
ROU,Nicolae KOVACS
ROU,Nicolae LUPESCU
URS,Nicolai KISELYOV
BEL,Nicolas DEWALQUE
PER,Nicolas FUENTES
ROU,Niculae PESCARU
NED,Niek MICHEL
DEN,NIELSEN
ENG,Nigel MARTYN
NIR,Nigel WORTHINGTON
BRA,NIGINHO
RUS,NIGMATULLIN
TUR,NIHAT
RUS,NIKIFOROV
URS,Nikita SIMONYAN
YUG,Nikola JOVANOVIC
BUL,Nikola KOTKOV
BUL,Nikola KOVACHEV
BUL,Nikola PARCHANOV
YUG,Nikola RADOVIC
YUG,Nikola STIPIC
BEL,Nikolaas HOYDONCKX
BUL,Nikolai ARABOV
BUL,Nikolai ILIEV
URS,Nikolai LARIONOV
URS,Nikolai MANOSHIN
GRE,Nikos MACHLAS
GRE,Nikos NIOPLIAS
GRE,Nikos TSIANTAKIS
BEL,NILIS
BRA,NILMAR
BRA,NILO
SWE,Nils AXELSSON
NOR,Nils ERIKSEN
SWE,Nils LIEDHOLM
SWE,Nils ROSEN
SWE,NILSSON
BRA,NILTON SANTOS
GRE,NINIS
SRB,NINKOVI?
YUG,Nisa SAVELJIC
JPN,NISHIKAWA
JPN,NISHIZAWA
CMR,NJANKA
CMR,NJITAP
CMR,NKOULOU
SUI,NKUFO
ENG,Nobby STILES
ECU,NOBOA
JPN,Nobuyuki KOJIMA
NIR,Noel BROTHERSTON
FRA,Noel LIETAER
KOR,NOH J. Y.
KOR,NOH Soo Jin
RSA,NOMVETHE
KSA,NOOR
FRG,Norbert EDER
SUI,Norbert ESCHMANN
FRG,Norbert NIGBUR
ARG,Norberto ALONSO
ARG,Norberto BOGGIO
ARG,Norberto MENENDEZ
ARG,Norberto SCOPONI
ALG,Nordine KOURICHI
JPN,Norio OMURA
ENG,Norman HUNTER
NIR,Norman UPRICHARD
NIR,Norman WHITESIDE
BRA,NORONHA
FRA,Nouma ANDOIRE
CMR,NOUNKEU
MAR,Noureddine BOUYAHYAOUI
MAR,Noureddine NAYBET
SVN,NOVAK
YUG,Novak TOMIC
SVN,NOVAKOVI?
GER,NOWOTNY
ZAI,Ntumba KALALA
NED,NUMAN
POR,NUNO GOMES
PAR,NU�EZ
CRC,NU�EZ V.
NGA,NWOFOR
CMR,NYOM
RSA,NZAMA
GHA,O ADDO
IRL,O BRIEN
MEX,O PEREZ
KSA,O. AL-DOSARY
MEX,O. BRAVO
HON,O. CHAVEZ
MEX,O. PERALTA
MEX,O. PEREZ
MEX,O. SANCHEZ
USA,O'BRIEN
AUS,OAR
KSA,OBAID
NGA,OBASI
URU,Obdulio VARELA
IRQ,OBID ANNAD
TOG,OBILALE K.
NGA,OBINNA
NGA,OBIORAH
NGA,OBOABONA
SRB,OBRADOVI?
ECU,OBREGON
BRA,OCTACILIO
NOR,Odd FRANTZEN
NOR,Oddmund ANDERSEN
ITA,ODDO 
NGA,ODEMWINGIE
NGA,ODIAH
BEL,Odilon POLLEUNIS
GER,ODONKOR
NGA,ODUNLAMI
JPN,OGASAWARA
NGA,OGBECHE
YUG,Ognjen PETROVIC
JPN,OGURO
PRK,OH Yoon Kyung
KOR,OH Yun Kyo
TUN,Ohman CHEHAIBI
NOR,Oivind HOLMSEN
TUR,OKAN
JPN,OKAZAKI
NGA,OKOCHA
NGA,OKORONKWO
NGA,OKPARA G.
NGA,OKPARA W.
JPN,OKUBO
NOR,Ola By RISE
MEX,Olaf HEREDIA
GER,Olaf MARSCHALL
FRG,Olaf THON
TCH,Oldrich NEJEDLY
TCH,Oldrich RULC
DEN,Ole QVIST
URS,Oleg BLOKHIN
URS,Oleg KUZNETSOV
URS,Oleg PROTASOV
URS,Oleg ROMANTSEV
RUS,Oleg SALENKO
CMR,OLEMBE
CMR,OLEMB�
CRO,OLI?
CRO,OLIC
CMR,OLINGA
POL,OLISADEBE
NGA,OLISEH
POR,OLIVEIRA
GER,Oliver BIERHOFF
SUI,Oliver EGGIMANN
GER,Oliver KAHN
FRA,Olivier ROUYER
SWE,Olle AHLUND
SWE,Olle HAKANSSON
SWE,Olle KALLGREN
SWE,Olle NORDIN
USA,OLSEN
TOG,OLUFADE
CMR,OMAM BIYIK
KSA,OMAR
KSA,Omar AL GHAMDI
URU,Omar CAETANO
TUN,Omar JEBALI
ARG,Omar LARROSA
URU,Omar MENDEZ
ITA,Omar SIVORI
RUS,Omar TETRADZE
TUR,OMER
ITA,Omero TOGNON
NGA,OMERUO
JAM,Onandi LOWE
TUR,Onarici NECMI
NGA,ONAZI
JPN,ONO
RUS,ONOPKO
USA,ONYEWU
NED,OOIJER
NGA,OPABUNMI
BRA,ORECO
CHI,ORELLANA
ARG,Oreste Omar CORBATTA
BEL,ORIGI
ARG,ORION
SWE,Orjan PERSSON
BRA,ORLANDO
PER,Orlando DE LA TORRE
CHI,Orlando RAMIREZ
ARG,ORTEGA
PAR,ORTIGOZA
SWE,Orvar BERGMARK
JPN,OSAKO
EGY,Osama ORABY
BRA,OSCAR
PAR,Oscar AGUILERA
PER,Oscar ARIZAGA
MEX,Oscar BONFIGLIO
ARG,Oscar CALICS
COL,Oscar CORTES
ARG,Oscar GARRE
FRA,Oscar HEISSERER
COL,Oscar LOPEZ
ARG,Oscar MAS
URU,Oscar MIGUEZ
ARG,Oscar ORTIZ
MEX,Oscar PEREZ
CRC,Oscar RAMIREZ
CHI,Oscar ROJAS
ARG,Oscar ROSSI
ARG,Oscar RUGGERI
BOL,Oscar SANCHEZ
CHI,Oscar WIRTH
URU,Oscar ZUBIA
BRA,OSCARINO
NGA,OSHANIWA
SUI,Oskar RAUCH
COL,OSPINA
SVN,OSTERC
ARG,Osvaldo ARDILES
CHI,Osvaldo CASTRO
ARG,Osvaldo CRUZ
ITA,Osvaldo FATTORI
PER,Osvaldo RAMIREZ
CHI,Osvaldo SAEZ
HUN,Oszkar SZIGETI
TCH,Otakar NOZIR
ARG,OTAMENDI
SWE,Otto ANDERSSON
SUI,Otto BUEHLER
TCH,Otto HEMELE
AUT,Otto KONRAD
GER,Otto SIFFLING
PER,Ottorino SARTOR
SWE,Ove GRAHN
SWE,Ove KINDVALL
SWE,Ove OHLSSON
NED,OVERMARS
ROU,Ovidiu STANGA
ENG,OWEN
GHA,OWU
GHA,OWUSU ABEYIE
NOR,Oyvind LEONHARDSEN
MEX,P AGUILAR
MEX,P BARRERA
CHN,P YANG
MEX,P. AGUILAR
ECU,P. AMBROSI 
COL,P. ARMERO
POR,P. BARBOSA
POR,P. BENTO
IRN,P. BROUMAND
PRK,P. CHOL JIN
SCG,P. DJORDJEVIC
POR,P. FERREIRA
POR,P. MENDES
PRK,P. NAM CHOL
MEX,P. PARDO
POR,P. SANTOS
POR,P. SOUSA
PRK,P. SUNG HYOK
ECU,P. URRUTIA
POR,P.FERREIRA
URU,P.GARCIA
SEN,P.M. DIOP
URU,P.MONTERO
ESP,PABLO
URU,Pablo BENGOECHEA
ARG,Pablo CAVALLERO
PAR,Pablo CENTURION
URU,Pablo DORADO
URU,Pablo FORLAN
MEX,Pablo LARIOS
PER,Pablo PACHECO
ARG,Pablo PAZ
POR,PACHECO
ESP,PACHIN
SUI,PADALINO
ITA,PAGLIUCA
GHA,PAINTSIL
PRK,PAK Doo Ik
PRK,PAK Li Sup
PRK,PAK Seung Zin
HUN,Pal BERENDY
HUN,Pal TELEKI
HUN,Pal TITKOS
HUN,Pal VARHIDI
ARG,PALACIO
COL,PALACIOS
MEX,PALENCIA
ARG,PALERMO
ITA,PALETTA
ITA,PALOMBO
BRA,PAMPLONA
BUL,Panayot PANAYOTOV
BUL,Pantelei DIMITROV
SRB,PANTELI?
GHA,PANTSIL
ITA,PANUCCI
ITA,Paolo BARISON
ITA,Paolo CONTI
ITA,Paolo MALDINI
ITA,Paolo PULICI
ITA,Paolo ROSSI
GRE,PAPADOPOULOS
SEN,PAPE SARR
GHA,PAPPOE
BRA,PARANA
MEX,PARDO
PAR,PAREDES
ITA,Paride TUMBURUS
KOR,PARK Chang Sun
KOR,PARK Chul Woo
KOR,PARK Il Kap
KOR,PARK Jung Bae
KOR,PARK Kyu Chong
KOR,PARK Kyung Hoon
KOR,PARK Yae Seung
RSA,PARKER
ITA,PAROLO
BEL,Pascal PLOVIE
BEL,Pascal RENIER
CAN,Pasquale DE LUCA
NZL,PASTON
ARG,PASTORE
IRL,Pat BONNER
NIR,Pat JENNINGS
BRA,PATESKO
FRA,Patrice RIO
ARG,Patricio HERNANDEZ
CHI,Patricio YANEZ
FRA,Patrick BATTISTON
NED,Patrick KLUIVERT
SUI,Patrick SYLVESTRE
BEL,Patrick VERVOORT
FRA,Patrick VIEIRA
SWE,Patrik ANDERSSON
ITA,Patrizio SALA
GRE,PATSA
SUI,Paul AEBI
CMR,Paul BAHOKEN
FRG,Paul BREITNER
USA,Paul CALIGIURI
CAN,Paul DOLAN
RSA,Paul EVANS
ENG,Paul GASCOIGNE
JAM,Paul HALL
AUT,Paul HALLA
BEL,Paul HENRY
ENG,Paul INCE
CAN,Paul JAMES
GER,Paul JANES
AUT,Paul KOZLICEK
USA,Paul KRUMPE
SCO,Paul LAMBERT
CMR,Paul LOGA
ENG,Paul MARINER
IRL,Paul McGRATH
SCO,Paul McSTAY
FRG,Paul MEBUS
ENG,Paul MERSON
ENG,Paul PARKER
NIR,Paul RAMSEY
ENG,Paul SCHOLES
FRG,Paul STEINER
SCO,Paul STURROCK
BEL,Paul VAN HIMST
GER,Paul ZIELINSKI
POR,PAULETA
BRA,PAULINHO
BRA,PAULO CESAR
BRA,PAULO HENRIQUE
BRA,PAULO ISIDORO
BRA,PAULO SERGIO
BRA,PAULO VITOR
TCH,Pavel CERNY
TCH,Pavel CHALOUPKA
TCH,Pavel KOUBA
BUL,Pavel PANOV
URS,Pavel YAKOVENKO
SVN,PAVLIN
SVN,PAVLOVIC
TCH,Pavol MOLNAR
HON,PAVON
POL,Pawel JANAS
ITA,PAZZINI
SVN,PE?NIK
BRA,PEDRINHO
ESP,PEDRO
CHI,Pedro ARAYA
PAR,Pedro BENITEZ
CUB,Pedro BERGES
URU,Pedro CEA
URU,Pedro CUBILLA
ARG,Pedro DELLACHA
CUB,Pedro FERRER
PER,Pedro GONZALES
PER,Pedro LEON
ARG,Pedro MONZON
MEX,Pedro NAJERA
ARG,Pedro PASCULLI
URU,Pedro PETRONE
CHI,Pedro REYES
URU,Pedro ROCHA
MEX,Pedro ROMERO
PAR,Pedro SARABIA
MEX,Pedro SOTO
ARG,Pedro SUAREZ
ARG,Pedro TROGLIO
ESP,Pedro URALDE
BRA,PEDROSA
BEL,PEETERS
SVK,PEKARIK
MEX,PELAEZ
BRA,PEL� (Edson Arantes do Nascimento)
CRC,PEMBERTON P.
CMR,PENS�E
ESP,Pep GUARDIOLA
BRA,PEPE
AUT,Pepi HAMMERL
DEN,Per FRANDSEN
DEN,Per FRIMANN
BRA,PERACIO
PER,Percy ROJAS
POR,PERES
COL,PEREZ
YUG,Perica OGNJENOVIC
ITA,PERIN
CRO,PERI�I?
SVK,PERNIS
ITA,PERROTTA 
ITA,PERUZZI
BUL,Petar ALEXANDROV
BUL,Petar HOUBCHEV
CRO,Petar KRPAN
BUL,Petar MIKHTARSKI
BUL,Petar PETROV
YUG,Petar RADAKOVIC
BUL,Petar VELICHKOV
BUL,Petar ZHEKOV
AUT,Peter ARTNER
ENG,Peter BEARDSLEY
ENG,Peter BONETTI
ENG,Peter BRABROOK
ENG,Peter BROADBENT
JAM,Peter CARGILL
SCO,Peter CORMACK
FRG,Peter DIETRICH
HUN,Peter DISZTL
GDR,Peter DUCKE
TCH,Peter FIEBER
HUN,Peter HANNICH
DEN,Peter KJAER
SWE,Peter LARSSON
SCO,Peter LORIMER
NIR,Peter McPARLAND
AUS,Peter OLLERTON
ENG,Peter OSGOOD
HUN,Peter PALOTAS
TCH,Peter PALUCH
AUT,Peter PERSIDIS
USA,Peter PIETRAS
AUT,Peter PLATZER
ENG,Peter REID
SUI,Peter ROESCH
NGA,Peter RUFAI
DEN,Peter SCHMEICHEL
AUT,Peter SCHOETTEL
ENG,Peter SHILTON
ENG,Peter SILLETT
NZL,Peter SIMONSEN
AUT,Peter STOEGER
ENG,Peter SWAN
HUN,Peter TOROK
NED,Peter VAN VOSSEN
USA,Peter VERMES
AUS,Peter WILSON
ENG,Peter WITHE
FRA,PETIT
SCG,PETKOVIC
TCH,Petr JANECKA
SVK,PETRAS
ROU,PETRESCU
SRB,PETROVI?
IRL,Phil BABB
RSA,Phil MASINGA
USA,Phil SLONE
ENG,Phil THOMPSON
BEL,Philibert SMELLINCKX
NIR,Philip HUGHES
ENG,Philip NEAL
SUI,PHILIPP DEGEN
BEL,Philippe ALBERT
FRA,Philippe BERGEROO
BEL,Philippe CLEMENT
BEL,Philippe DESMET
FRA,Philippe GONDET
FRA,Philippe MAHUT
SUI,Philippe POTTIER
BEL,Philippe VANDE WALLE
FRA,Philippe VERCRUYSSE
HAI,Philippe VORBE
NED,Phillip COCU
RSA,PIENAAR
ITA,Pierino PRATI
ITA,Pierluigi CASIRAGHI
ITA,Pierluigi CERA
ITA,Pierluigi PIZZABALLA
ITA,Piero PASINATI
HAI,Pierre BAYONNE
BEL,Pierre BRAINE
BEL,Pierre CARTEUS
BEL,Pierre DALEM
RSA,Pierre ISSA
FRA,Pierre KORB
FRG,Pierre LITTBARSKI
NED,Piet DE BOER
NED,Piet KEIZER
NED,Piet PUNT
NED,Piet SCHRIJVERS
BEL,Pieter VAN DEN BOSCH
NED,Pieter WILDSCHUT
ITA,Pietro ANASTASI
ITA,Pietro ARCARI
ITA,Pietro FERRARIS
ITA,Pietro RAVA
ITA,Pietro SERANTONI
ITA,Pietro VIERCHOWOD
NED,Pim DOESBURG
RUS,PIMENOV
GHA,PIMPONG
BRA,PINGA
BRA,PINHEIRO
CHI,PINILLA
CHI,PINTO
POL,Piotr MOWLIK
POL,Piotr SKROBOWSKI
ESP,PIQU�
ITA,PIRLO
ITA,PIRLO 
ESP,PIRRI
ESP,PIZZI
BIH,PJANI?
ARG,PLACENTE
PER,Placido GALINDO
BUL,Plamen GETOV
BUL,Plamen MARKOV
BUL,Plamen NIKOLOV
FRA,PLANUS
CZE,PLASIL
CRO,PLETIKOSA
NED,Pleun STRIK
CZE,POBORSKY
ARG,POCHETTINO
GER,PODOLSKI
FRA,POGBA
CZE,POLAK
BRA,POLOZZI
BRA,POLY
BEL,Poly VAN DEN BOSCH
CHI,PONCE
SWE,Pontus KAMARK
USA,POPE
ROU,POPESCU G.
ROU,POPESCU GH.
AUS,POPOVIC
HON,Porfirio BETANCOURT
ECU,POROSO
CRC,PORRAS J.
DEN,POULSEN
ARG,POZO
CRO,PRANJI?
SWE,Prawitz OBERG
DEN,Preben ELKJAER LARSEN
COL,PRECIADO
YUG,Predrag DJAJIC
YUG,Predrag MIJATOVIC
YUG,Predrag PASIC
YUG,Predrag SPASIC
BRA,PREGUINHO
USA,Preki RADOSAVLJEVIC
TCH,Premysl BICOVSKY
GHA,PRINCE
GRE,PRITTAS
CRO,PROSINECKI
CRO,PRSO
HON,Prudencio NORALES
ROU,PRUNEA
YUG,Prvoslav MIHAJLOVIC
NED,Puck VAN HEEL
RSA,PULE
ESP,PUYOL
UKR,PYATOV
CHN,Q AN
IRQ,QASSIM BASSIM
ITA,QUAGLIARELLA
GHA,QUAYE
POR,QUIM
ESP,QUINI
IRL,QUINN
COL,QUINTERO
RSA,Quinton FORTUNE
ESP,QUIQUE
ESP,QUIQUE SETIEN
PAR,Quiterio OLMEDO
BRA,R CARLOS
MEX,R MARQUEZ
MEX,R OSORIO
IRN,R. AHMADI
ESP,R. ALBIOL
POR,R. AMORIM
ITA,R. BAGGIO
POR,R. CARVALHO
BRA,R. CENI
PRK,R. CHOL MYONG
POR,R. COSTA
NED,R. de BOER
ENG,R. FERDINAND
MEX,R. GARCIA
IRN,R. HAGHIGHI
ESP,R. HIERRO
MEX,R. JIMENEZ
PRK,R. JUN IL
IRL,R. KEANE
CRO,R. KOVAC
PRK,R. KWANG CHON
PRK,R. KWANG HYOK
MEX,R. MARQUEZ
HON,R. MARTINEZ
POR,R. MEIRELES
MEX,R. MORALES
URU,R. MU�OZ
PRK,R. MYONG GUK
MEX,R. OSORIO
PAR,R. ROJAS
IRN,R. SHAHROUDI
INH,R. TELWE
ESP,R.ALBIOL
BRA,R.CARLOS
POR,R.CARVALHO
POR,R.COSTA
IRN,R.ENAYATI
URU,R.MORALES
IRN,R.PAKIKHATIBI
IRN,R.REZAEI
ALG,Rabah MADJER
EGY,Rabie YASSIN
GHA,RABIU
MAR,Rachid AZZOUZI
MAR,Rachid DAOUDI
ALG,Rachid HARKOUK
MAR,Rachid NEQROUZ
MAR,Rachid ROKKI
RSA,RADEBE
TUN,Radhouane SALHI
YUG,Radivoje OGNJANOVIC
POL,RADOMSKI
SVN,RADOSAVLJEVI?
BUL,Radoslav ZDRAVKOV
ROU,Radu NICULESCU
ROU,Radu NUNWEILLER
POR,RAFA
ESP,RAFA PAZ
ARG,Rafael ALBRECHT
MEX,Rafael AMADOR
MEX,Rafael AVALOS
MEX,Rafael GARZA
CHI,Rafael GONZALEZ
ESP,Rafael GORDILLO
BOL,Rafael MENDEZ
PER,Rafael SALGUERO
URU,Rafael SOUTO
SWE,Ragnar GUSTAVSSON
ISR,Rahamim TALBI
BRA,RAI
FRG,Raimond AUMANN
ITA,Raimundo ORSI
MEX,Raimundo RODRIGUEZ
FRG,Rainer BONHOF
ALG,RAIS
YUG,Rajko MITIC
CRO,RAKITI?
SWE,Ralf EDSTROM
USA,Ralph TRACY
URS,Ramaz SHENGELIA
FRA,RAME
GER,RAMELOW
BRA,RAMIRES
BOL,Ramiro CASTILLO
MEX,Ramiro NAVARRO
ARG,Ramon ABELEDO
ARG,Ramon ASTUDILLO
ARG,Ramon DIAZ
SLV,Ramon FAGOAGA
ARG,Ramon HEREDIA
PAR,Ramon HICKS
HON,Ramon MARADIAGA
ESP,Ramon Maria CALDERE
PAR,Ramon MAYEREGGER
ARG,Ramon MEDINA BELLO
PER,Ramon MIFFLIN
ARG,Ramon MUTTIS
PER,Ramon QUIROGA
MEX,Ramon RAMIREZ
USA,RAMOS
CAN,Randy RAGAN
CAN,Randy SAMUEL
MEX,Ranulfo CORTES
TUN,Raouf BEN AZIZA
FRA,Raoul DIAGNE
BEL,Raoul LAMBERT
CRO,RAPAIC
POL,RASIAK
YUG,Ratko COLIC
YUG,Ratko SVILAR
ESP,RAUL
MEX,Raul ARELLANO
ARG,Raul BELEN
MEX,Raul CARDENAS
MEX,Raul CORDOBA
PER,Raul GORRITI
MEX,Raul GUTIERREZ
MEX,Raul ISIORDIA
SLV,Raul MAGANA
CHI,Raul ORMENO
ARG,Raul PAEZ
CHI,Raul SANCHEZ
MEX,Raul SERVIN
ENG,Ray CLEMENCE
IRL,Ray HOUGHTON
AUS,Ray RICHARDS
ENG,Ray WILKINS
ENG,Ray WILSON
BEL,Raymond AUSLOOS
FRA,Raymond BELLOT
BEL,Raymond BRAINE
FRA,Raymond KAELBEL
FRA,Raymond KOPA
BEL,Raymond MOMMENS
SUI,Raymond PASELLO
CHI,Raymundo INFANTE
CRO,REBI?
UKR,REBROV
YUG,Refik SABANADZOVIC
USA,REGIS
GER,REHMER
IRL,REID
NOR,Reidar KVAMMEN
ESP,REINA
BRA,REINALDO
GDR,Reinhard LAUCK
AUT,Reinhold HINTERMAIER
GER,Reinhold MUENZENBERG
SWE,Reino BORJESSON
NOR,REKDAL
FRA,REMY
BRA,RENATO
SUI,Renato BIZZOZERO
BRA,RENATO GAUCHO
ITA,Renato OLMI
BOL,Renato SAINZ
ITA,Renato ZACCARELLI
SUI,Rene BADER
SUI,Rene BRODMANN
BOL,Rene CABRERA
FRA,Rene DEREUDDRE
BOL,Rene FERNANDEZ
FRA,Rene GIRARD
DEN,Rene HENRIKSEN
COL,Rene HIGUITA
ARG,Rene HOUSEMAN
BEL,Rene LEDENT
FRA,Rene LLENSE
CMR,Rene NDJEYA
NED,Rene PIJPERS
CHI,Rene QUITRAL
CHI,Rene VALENZUELA
NED,Rene VAN DE KERKHOF
BEL,Rene VANDEREYCKEN
BEL,Rene VERHEYEN
SUI,Rene-Pierre QUENTIN
URS,Revaz DZODZVASHVILI
FRA,REVEILLERE
ESP,REYES
USA,REYNA
IRN,REZA
HUN,Rezso SOMLAI
TUN,Riadh BOUAZIZI
TUN,Riadh JELASSI
POR,RIBEIRO
FRA,RIBERY
COL,RICARD
BRA,RICARDINHO
ESP,RICARDO
ARG,Ricardo BOCHINI
ESP,Ricardo GALLEGO
JAM,Ricardo GARDNER
ARG,Ricardo GIUSTI
BRA,RICARDO GOMES
ARG,Ricardo INFANTE
ARG,Ricardo LA VOLPE
URU,Ricardo PAVONI
BRA,RICARDO ROCHA
ARG,Ricardo VILLA
ESP,Ricardo ZAMORA
ITA,Riccardo CARAPELLESE
ITA,Riccardo FERRI
SUI,Richard DUERR
SCO,Richard GOUGH
FRG,Richard HERRMANN
NIR,Richard KEITH
NZL,Richard WILSON
NED,Richard WITSCHGE
GER,RICKEN
NZL,Ricki HERBERT
TUN,Ridha ELLOUZ
TUR,Ridvan BOLATLI
DEN,RIEPER
CMR,Rigobert SONG
MEX,Rigoberto CISNEROS
BEL,Rik COPPENS
BRA,RILDO
USA,RIMANDO
URS,Rinat DASAEV
COL,RINCON
ITA,Rino FERRARIO
NED,Rinus ISRAEL
ARG,RIQUELME
BRA,RIVALDO
PAR,RIVAROLA
BRA,RIVELINO
PAR,RIVEROS
YUG,Rizah MESKOVIC
NOR,Roald AMUNDSEN
NOR,Roar STRAND
NED,Rob RENSENBRINK
NED,Rob WITSCHGE
NED,ROBBEN
TUR,Rober ERYOL
NZL,Robert ALMOND
SUI,Robert BALLAMAN
BEL,Robert BRAET
FRA,Robert BUDZYNSKI
FRA,Robert DEFOSSE
AUT,Robert DIENST
JAM,Robert EARLE
SCO,Robert FLECK
POL,Robert GADOCHA
FRA,Robert HERBIN
SUI,Robert HOSP
YUG,Robert JARNI
SCO,Robert JOHNSTONE
FRA,Robert JONQUET
AUT,Robert KOERNER
BEL,Robert LAMOOT
ENG,Robert LEE
BEL,Robert MAERTENS
FRA,Robert MOUYNET
BEL,Robert PAVERICK
AUT,Robert PECL
FRA,Robert PIRES
YUG,Robert PROSINECKI
ROU,Robert SADOWSKY
AUT,Robert SARA
BEL,Robert VAN KERCKHOVEN
BRA,ROBERTO
ITA,Roberto ANZOLIN
ARG,Roberto AYALA
ITA,Roberto BAGGIO
HON,Roberto BAILEY
ITA,Roberto BETTEGA
ITA,Roberto BONINSEGNA
PAR,Roberto CABANAS
BOL,Roberto CAPPARELLI
BRA,ROBERTO CARLOS
ARG,Roberto CERRO
PER,Roberto CHALLE
CHI,Roberto CORTES
ITA,Roberto DI MATTEO
BRA,ROBERTO DINAMITE
ITA,Roberto DONADONI
URU,Roberto Eduardo SOSA
PAR,Roberto FERNANDEZ
ARG,Roberto FERRERO
SUI,Roberto FRIGERIO
MEX,Roberto GAYON
CHI,Roberto HODGE
ARG,Roberto IRANETA
URU,Roberto LEOPARDI
ITA,Roberto MANCINI
URU,Roberto MATOSAS
PER,Roberto MOSQUERA
ITA,Roberto MUSSI
ARG,Roberto PERFUMO
SLV,Roberto RIVAS
PER,Roberto ROJAS
ITA,Roberto ROSATO
ARG,Roberto SENSINI
ARG,Roberto TELCH
ITA,Roberto TRICELLA
BRA,ROBINHO
ENG,ROBINSON
ROU,Rodion CAMATARU
URU,Rodolf RODRIGUEZ
CHI,Rodolfo DUBO
PER,Rodolfo MANZO
ARG,Rodolfo ORLANDINI
URU,Rodolfo PINI
URU,Rodolfo SANDOVAL
ESP,RODRI
CHI,Rodrigo BARRERA
MEX,Rodrigo RUIZ
BRA,RODRIGUES
BRA,RODRIGUES NETO
CRC,RODRIGUEZ
CRC,RODRIGUEZ M.
PAR,Rogelio DELGADO
ARG,Rogelio DOMINGUEZ
CHI,Rogelio FARIAS
SUI,Roger BOCQUET
ENG,Roger BYRNE
FRA,Roger COURTOIS
CMR,Roger FEUTMBA
CRC,Roger FLORES
CRC,Roger GOMEZ
ENG,Roger HUNT
SWE,Roger LJUNG
FRA,Roger MARCHE
SUI,Roger MATHIS
CMR,Roger MILLA
NOR,Roger NILSEN
FRA,Roger PIANTONI
SUI,Roger QUINCHE
FRA,Roger RIO
HAI,Roger SAINT-VIL
SUI,Roger VONLANTHEN
BRA,ROGERIO
CHI,ROJAS
ARG,ROJO
SWE,Roland AMAN
SWE,Roland ANDERSSON
SWE,Roland GRIP
AUT,Roland HATTENBERGER
ARG,Roland IRUSTA
SWE,Roland NILSSON
SWE,Roland SANDBERG
POR,ROLANDO
PAR,Rolando CHILAVERT
CHI,Rolando GARCIA
COL,Rolando SERRANO
NOR,Rolf HOLMBERG
NOR,Rolf JOHANNESEN
FRG,Rolf RUESSMANN
SUI,Rolf WUETHRICH
POL,Roman JAKOBCZAK
AUT,Roman MAHLICH
POL,Roman WOJCICKI
ITA,Romano FOGLI
TOG,ROMAO
CIV,ROMARIC
ITA,Romeo BENETTI
ESP,ROMERO
BRA,ROMEU
PAR,Romildo ETCHEVERRY
DEN,ROMMEDAHL
BRA,ROM�RIO (Rom�rio de Souza Faria)
ENG,Ron FLOWERS
WAL,Ron HEWITT
ENG,Ron SPRINGETT
ENG,Ron STANIFORTH
ENG,Ronald CLAYTON
CHI,Ronald FUENTES
